,transaction_id,customer_id,timestamp,merchant_category,merchant_type,merchant,amount,currency,channel,transaction_hour,weekend_transaction
4178687,TX_7f0fc499,CUST_91730,2024-10-17 08:45:53.772034+00:00,Gas,major,Exxon,659.49,SGD,web,8,False
4179776,TX_0e2344e7,CUST_91730,2024-10-17 08:51:02.430857+00:00,Retail,physical,Macy's,43813.01,RUB,pos,8,False
4181057,TX_8f5481ba,CUST_91730,2024-10-17 08:56:59.708332+00:00,Entertainment,gaming,PlayStation Store,14854.29,RUB,web,8,False
4187635,TX_b654e540,CUST_91730,2024-10-17 09:31:22.473549+00:00,Gas,major,Exxon,6819.13,BRL,pos,9,False
4187769,TX_1e7dbf0e,CUST_91730,2024-10-17 09:32:04.333325+00:00,Retail,online,Wayfair,178787.67,RUB,pos,9,False
4187770,TX_d2783a02,CUST_91730,2024-10-17 09:32:04.464408+00:00,Entertainment,events,AMC Theaters,2362.94,SGD,web,9,False
4190146,TX_2c7ab96b,CUST_91730,2024-10-17 09:44:36.622454+00:00,Retail,physical,Nike Store,5102.3,BRL,mobile,9,False
4192291,TX_d4dfa5e6,CUST_91730,2024-10-17 09:55:38.457296+00:00,Gas,local,Highway Gas Stop,2230.71,SGD,web,9,False
4193012,TX_e34632ba,CUST_91730,2024-10-17 09:59:28.525572+00:00,Retail,physical,Walmart,2226.56,SGD,web,9,False
4196689,TX_6e196fcc,CUST_91730,2024-10-17 10:21:33.464469+00:00,Restaurant,fast_food,Wendy's,351.89,USD,web,10,False
4200327,TX_46bf54e3,CUST_91730,2024-10-17 10:43:59.546412+00:00,Restaurant,fast_food,McDonald's,158.87,SGD,web,10,False
4201576,TX_a729aa28,CUST_91730,2024-10-17 10:51:48.237065+00:00,Grocery,physical,Aldi,24184.63,RUB,web,10,False
4203079,TX_14f4167f,CUST_91730,2024-10-17 11:01:11.629078+00:00,Entertainment,events,AMC Theaters,681.02,SGD,web,11,False
4203332,TX_9637521e,CUST_91730,2024-10-17 11:02:32.381284+00:00,Gas,major,Exxon,661.69,SGD,web,11,False
4205755,TX_a1dc495d,CUST_91730,2024-10-17 11:15:32.446030+00:00,Travel,booking,Kayak,2909.33,SGD,web,11,False
4207078,TX_ba5a564f,CUST_91730,2024-10-17 11:22:20.309392+00:00,Education,supplies,University Bookstore,647.93,SGD,web,11,False
4209960,TX_ccc74518,CUST_91730,2024-10-17 11:37:24.363620+00:00,Healthcare,medical,Lab Corp,29412.89,RUB,web,11,False
4210682,TX_661bc6ff,CUST_91730,2024-10-17 11:41:25.111181+00:00,Restaurant,casual,Red Lobster,203.88,SGD,web,11,False
4212710,TX_9de896c8,CUST_91730,2024-10-17 11:51:43.433578+00:00,Gas,local,Truck Stop,2451.41,SGD,web,11,False
4213384,TX_d516c17d,CUST_91730,2024-10-17 11:54:54.674644+00:00,Restaurant,casual,TGI Fridays,7825.38,RUB,web,11,False
4213702,TX_a0db97ce,CUST_91730,2024-10-17 11:56:32.271360+00:00,Restaurant,casual,Chili's,16047.26,RUB,web,11,False
4214006,TX_c01b1907,CUST_91730,2024-10-17 11:58:10.528557+00:00,Retail,physical,Best Buy,33088.78,RUB,web,11,False
4216173,TX_fe91b5af,CUST_91730,2024-10-17 12:08:21.258389+00:00,Healthcare,medical,Medical Center,8081.23,MXN,web,12,False
4219873,TX_d9c3feb8,CUST_91730,2024-10-17 12:25:25.741697+00:00,Entertainment,streaming,Disney+,369.21,EUR,web,12,False
4225011,TX_f085336b,CUST_91730,2024-10-17 12:49:05.487974+00:00,Restaurant,casual,TGI Fridays,18210.72,RUB,web,12,False
4225720,TX_2b3dca4a,CUST_91730,2024-10-17 12:52:18.338067+00:00,Education,supplies,Barnes & Noble,624.77,SGD,web,12,False
4227789,TX_750724f3,CUST_91730,2024-10-17 13:01:49.560861+00:00,Restaurant,fast_food,Burger King,111.78,AUD,web,13,False
4228808,TX_afac2230,CUST_91730,2024-10-17 13:07:21.527140+00:00,Retail,physical,Home Depot,1423.56,SGD,web,13,False
4232368,TX_1ced0826,CUST_91730,2024-10-17 13:26:04.427102+00:00,Travel,hotels,Marriott,1378.57,SGD,web,13,False
4235555,TX_5decb7a3,CUST_91730,2024-10-17 13:43:06.615515+00:00,Healthcare,medical,Local Hospital,30853.38,RUB,web,13,False
4242461,TX_b4012c17,CUST_91730,2024-10-17 14:23:11.246851+00:00,Gas,local,Local Gas Station,53615.55,JPY,web,14,False
4243376,TX_51123069,CUST_91730,2024-10-17 14:29:15.404362+00:00,Gas,major,Exxon,35653.25,RUB,web,14,False
4245337,TX_116395b0,CUST_91730,2024-10-17 14:41:28.560316+00:00,Healthcare,pharmacy,DuaneReade,30691.62,RUB,web,14,False
4245499,TX_babf1a71,CUST_91730,2024-10-17 14:42:30.882013+00:00,Gas,major,Chevron,32221.72,RUB,web,14,False
4247753,TX_32944915,CUST_91730,2024-10-17 14:56:34.561386+00:00,Retail,physical,Macy's,2318.99,SGD,web,14,False
4249330,TX_8a502e6e,CUST_91730,2024-10-17 15:05:50.375453+00:00,Grocery,physical,Food Lion,24499.65,RUB,web,15,False
4249634,TX_c04e4b09,CUST_91730,2024-10-17 15:07:44.405548+00:00,Grocery,physical,Whole Foods,1032.1,SGD,web,15,False
4251180,TX_d7fe1068,CUST_91730,2024-10-17 15:17:09.701217+00:00,Travel,hotels,Sheraton,66779.17,RUB,web,15,False
4251481,TX_6093670a,CUST_91730,2024-10-17 15:19:07.557160+00:00,Restaurant,fast_food,Wendy's,273.01,SGD,web,15,False
4256442,TX_8890a63e,CUST_91730,2024-10-17 15:50:20.140149+00:00,Restaurant,casual,Olive Garden,290.32,SGD,web,15,False
4258984,TX_75023bff,CUST_91730,2024-10-17 16:05:08.422493+00:00,Travel,hotels,Hyatt,1014.16,SGD,web,16,False
4260813,TX_edd203ae,CUST_91730,2024-10-17 16:14:50.609051+00:00,Healthcare,medical,Lab Corp,1562.31,SGD,web,16,False
4261305,TX_082d9be8,CUST_91730,2024-10-17 16:17:24.443485+00:00,Healthcare,medical,Urgent Care,673.53,SGD,web,16,False
4261714,TX_f8885b82,CUST_91730,2024-10-17 16:19:37.520601+00:00,Restaurant,casual,Chili's,20121.23,RUB,pos,16,False
4263621,TX_9e167c73,CUST_91730,2024-10-17 16:29:32.252750+00:00,Education,online,edX,635.05,SGD,web,16,False
4265679,TX_13793318,CUST_91730,2024-10-17 16:40:25.528058+00:00,Education,online,Coursera,1186.83,SGD,web,16,False
4266873,TX_71ac9784,CUST_91730,2024-10-17 16:46:37.391380+00:00,Healthcare,pharmacy,DuaneReade,1650.1,SGD,web,16,False
4268030,TX_ab74a28b,CUST_91730,2024-10-17 16:52:47.388537+00:00,Travel,transport,Hertz,563.35,SGD,web,16,False
4271209,TX_3d3f0eb9,CUST_91730,2024-10-17 17:08:35.080826+00:00,Gas,major,BP,643.61,SGD,web,17,False
4271338,TX_147017e5,CUST_91730,2024-10-17 17:09:11.283729+00:00,Restaurant,premium,Morton's,658.7,SGD,web,17,False
4271605,TX_0bc9ba1a,CUST_91730,2024-10-17 17:10:26.246089+00:00,Grocery,online,Walmart Grocery,613.49,SGD,web,17,False
4271840,TX_e0287a50,CUST_91730,2024-10-17 17:11:27.494568+00:00,Grocery,online,Amazon Fresh,2604.31,SGD,web,17,False
4272476,TX_d9e8fd78,CUST_91730,2024-10-17 17:14:10.286728+00:00,Travel,transport,Lyft,18258.19,RUB,web,17,False
4272733,TX_14ceae4d,CUST_91730,2024-10-17 17:15:25.745076+00:00,Grocery,online,Instacart,27712.57,RUB,web,17,False
4273127,TX_6e525923,CUST_91730,2024-10-17 17:17:14.478339+00:00,Gas,major,BP,1031.88,CAD,web,17,False
4274043,TX_e52e1bdf,CUST_91730,2024-10-17 17:21:15.719137+00:00,Retail,physical,Home Depot,32967.35,RUB,web,17,False
4274070,TX_e5eb3961,CUST_91730,2024-10-17 17:21:21.410848+00:00,Travel,transport,Careem,330.06,EUR,web,17,False
4274488,TX_c3435187,CUST_91730,2024-10-17 17:23:18.268295+00:00,Restaurant,casual,Olive Garden,21267.8,RUB,web,17,False
4274872,TX_43feca5f,CUST_91730,2024-10-17 17:25:01.395061+00:00,Restaurant,premium,Morton's,1584.89,SGD,web,17,False
4276511,TX_0c6c7ffe,CUST_91730,2024-10-17 17:32:34.379218+00:00,Grocery,online,FreshDirect,28470.04,RUB,web,17,False
4278502,TX_1e501e3e,CUST_91730,2024-10-17 17:41:56.771525+00:00,Retail,online,Wayfair,42719.72,RUB,web,17,False
4280105,TX_13665e7f,CUST_91730,2024-10-17 17:49:08.475316+00:00,Retail,physical,IKEA,1255.61,SGD,web,17,False
4284638,TX_8e2a0335,CUST_91730,2024-10-17 18:08:37.036374+00:00,Retail,online,Amazon,1081.96,SGD,web,18,False
4286544,TX_458975ab,CUST_91730,2024-10-17 18:16:18.919701+00:00,Healthcare,pharmacy,DuaneReade,35551.4,RUB,web,18,False
4289765,TX_bc15af67,CUST_91730,2024-10-17 18:29:35.311364+00:00,Gas,local,Highway Gas Stop,30288.53,RUB,web,18,False
4290368,TX_26d734f1,CUST_91730,2024-10-17 18:31:55.476461+00:00,Retail,physical,Home Depot,1084.41,USD,web,18,False
4291397,TX_dc59f986,CUST_91730,2024-10-17 18:36:00.923467+00:00,Travel,hotels,Hilton,39749.59,RUB,web,18,False
4291809,TX_8645d420,CUST_91730,2024-10-17 18:37:47.716329+00:00,Grocery,physical,Trader Joe's,23489.1,RUB,web,18,False
4293648,TX_629c6b31,CUST_91730,2024-10-17 18:45:08.438281+00:00,Education,supplies,University Bookstore,994.06,SGD,web,18,False
4295150,TX_86b07ce5,CUST_91730,2024-10-17 18:51:36.681036+00:00,Education,supplies,Barnes & Noble,632.14,SGD,web,18,False
4295589,TX_3aae3d34,CUST_91730,2024-10-17 18:53:24.452731+00:00,Entertainment,gaming,Epic Games,2438.11,SGD,web,18,False
4297001,TX_e9ef08bf,CUST_91730,2024-10-17 18:59:13.470891+00:00,Grocery,physical,Trader Joe's,1091.64,SGD,web,18,False
4297053,TX_ecd1c5ef,CUST_91730,2024-10-17 18:59:25.603027+00:00,Gas,major,Chevron,1777.81,SGD,web,18,False
4298237,TX_76cb4543,CUST_91730,2024-10-17 19:04:50.624288+00:00,Education,online,MasterClass,1465.48,SGD,web,19,False
4298350,TX_619cbda5,CUST_91730,2024-10-17 19:05:21.565001+00:00,Retail,online,Shopify Store,1637.48,SGD,web,19,False
4298513,TX_d9c615d0,CUST_91730,2024-10-17 19:06:08.566374+00:00,Retail,physical,Macy's,1129.57,USD,mobile,19,False
4301952,TX_e111e3f0,CUST_91730,2024-10-17 19:22:07.712898+00:00,Grocery,physical,Trader Joe's,38591.0,JPY,web,19,False
4303810,TX_634abda8,CUST_91730,2024-10-17 19:30:29.405140+00:00,Retail,physical,Nike Store,1484.8,SGD,web,19,False
4306241,TX_175a91da,CUST_91730,2024-10-17 19:41:48.583205+00:00,Restaurant,premium,Ruth's Chris,35705.77,RUB,web,19,False
4307369,TX_24fb8a68,CUST_91730,2024-10-17 19:47:10.285913+00:00,Retail,online,Shopify Store,48770.05,RUB,web,19,False
4307961,TX_e4559b28,CUST_91730,2024-10-17 19:49:55.562781+00:00,Healthcare,pharmacy,Walgreens,27900.31,RUB,web,19,False
4308218,TX_28589017,CUST_91730,2024-10-17 19:51:09.326883+00:00,Retail,physical,Nike Store,33322.32,RUB,web,19,False
4308484,TX_2a063c57,CUST_91730,2024-10-17 19:52:27.332904+00:00,Entertainment,events,LiveNation,33301.29,RUB,web,19,False
4309530,TX_a8e0e278,CUST_91730,2024-10-17 19:57:11.333987+00:00,Retail,physical,Home Depot,633.14,SGD,web,19,False
4309546,TX_c060c8ac,CUST_91730,2024-10-17 19:57:17.397807+00:00,Grocery,online,Amazon Fresh,1951.31,SGD,web,19,False
4312190,TX_a88cc587,CUST_91730,2024-10-17 20:13:14.288988+00:00,Entertainment,gaming,PlayStation Store,317.12,SGD,web,20,False
4313269,TX_fc0cee51,CUST_91730,2024-10-17 20:19:48.456518+00:00,Grocery,online,FreshDirect,1208.88,SGD,web,20,False
4319652,TX_e717be20,CUST_91730,2024-10-17 20:58:45.442673+00:00,Gas,local,Local Gas Station,35695.9,RUB,web,20,False
4321077,TX_1ac445bf,CUST_91730,2024-10-17 21:11:50.623649+00:00,Healthcare,medical,Medical Center,694095.73,NGN,pos,21,False
4322033,TX_95750cb9,CUST_91730,2024-10-17 21:21:00.288253+00:00,Entertainment,gaming,Steam,20302.85,RUB,web,21,False
4325884,TX_999103af,CUST_91730,2024-10-17 21:56:44.599112+00:00,Travel,transport,Hertz,1139.64,SGD,web,21,False
4327186,TX_a5e2016f,CUST_91730,2024-10-17 22:05:17.038334+00:00,Gas,major,Shell,676.74,SGD,web,22,False
4327929,TX_feb8e283,CUST_91730,2024-10-17 22:09:26.240004+00:00,Restaurant,casual,Olive Garden,7688.69,RUB,web,22,False
4329427,TX_b7335c2a,CUST_91730,2024-10-17 22:17:58.611031+00:00,Entertainment,gaming,Steam,1215.22,SGD,web,22,False
4329656,TX_89c02661,CUST_91730,2024-10-17 22:19:19.575427+00:00,Retail,physical,Nike Store,2120.81,SGD,web,22,False
4331012,TX_5f4944ed,CUST_91730,2024-10-17 22:26:35.479488+00:00,Grocery,physical,Publix,29405.31,RUB,web,22,False
4339559,TX_f82ac7ef,CUST_91730,2024-10-17 23:17:09.454735+00:00,Education,online,Coursera,1468.69,SGD,web,23,False
4339565,TX_66d77a74,CUST_91730,2024-10-17 23:17:13.576240+00:00,Restaurant,casual,Applebee's,1056.84,SGD,web,23,False
4342160,TX_25c2f3f4,CUST_91730,2024-10-17 23:34:18.439809+00:00,Travel,transport,Careem,190.95,GBP,web,23,False
4346834,TX_8cec0121,CUST_91730,2024-10-18 00:08:48.496957+00:00,Grocery,online,Amazon Fresh,544.69,SGD,web,0,False
4347313,TX_4b17b0e8,CUST_91730,2024-10-18 00:14:16.755714+00:00,Retail,online,Newegg,1199.53,SGD,web,0,False
4347795,TX_e1d32495,CUST_91730,2024-10-18 00:20:05.606995+00:00,Healthcare,pharmacy,DuaneReade,1859.03,SGD,web,0,False
4348711,TX_941a8b79,CUST_91730,2024-10-18 00:31:14.395374+00:00,Gas,major,Shell,8216.86,BRL,pos,0,False
4353026,TX_2650e70f,CUST_91730,2024-10-18 01:12:35.656594+00:00,Entertainment,gaming,PlayStation Store,2533.67,SGD,web,1,False
4355133,TX_31d6f78b,CUST_91730,2024-10-18 01:26:21.157856+00:00,Education,supplies,Chegg,2710.32,BRL,pos,1,False
4359317,TX_14f6380e,CUST_91730,2024-10-18 01:53:48.816651+00:00,Travel,booking,Airbnb,208905.11,RUB,web,1,False
4359740,TX_2c9ad593,CUST_91730,2024-10-18 01:56:40.295969+00:00,Healthcare,medical,Local Hospital,16.51,MXN,mobile,1,False
4360663,TX_7229a702,CUST_91730,2024-10-18 02:02:47.305883+00:00,Retail,online,Wayfair,99237.12,RUB,web,2,False
4360842,TX_94dbb260,CUST_91730,2024-10-18 02:03:57.411644+00:00,Entertainment,events,LiveNation,30406.65,RUB,web,2,False
4361826,TX_b1b0247c,CUST_91730,2024-10-18 02:10:04.382039+00:00,Entertainment,gaming,Xbox Live,449.04,SGD,web,2,False
4362519,TX_de665459,CUST_91730,2024-10-18 02:14:26.400184+00:00,Retail,physical,IKEA,1879.01,SGD,web,2,False
4365433,TX_abde4c72,CUST_91730,2024-10-18 02:33:53.778401+00:00,Travel,transport,Lyft,50.87,MXN,pos,2,False
4365592,TX_4b0df7e8,CUST_91730,2024-10-18 02:34:58.557029+00:00,Travel,airlines,Southwest,2656.97,SGD,web,2,False
4366144,TX_d40c6303,CUST_91730,2024-10-18 02:38:30.736098+00:00,Grocery,physical,Kroger,22575.97,RUB,web,2,False
4376834,TX_d4c32a0b,CUST_91730,2024-10-18 03:50:00.669762+00:00,Education,supplies,University Bookstore,30671.91,RUB,web,3,False
4377089,TX_131bca14,CUST_91730,2024-10-18 03:51:45.391483+00:00,Education,supplies,Chegg,2345.61,SGD,web,3,False
4377666,TX_ba9da817,CUST_91730,2024-10-18 03:55:27.446303+00:00,Entertainment,streaming,Disney+,24670.11,RUB,web,3,False
4378559,TX_65b6132f,CUST_91730,2024-10-18 04:01:22.564008+00:00,Retail,physical,Best Buy,19862.19,MXN,web,4,False
4379098,TX_dcc07ad4,CUST_91730,2024-10-18 04:04:59.343292+00:00,Gas,major,Texaco,670.95,SGD,web,4,False
4380043,TX_42d4c69f,CUST_91730,2024-10-18 04:11:12.634176+00:00,Entertainment,events,Ticketmaster,36771.32,MXN,web,4,False
4382126,TX_b9b8e6a1,CUST_91730,2024-10-18 04:25:02.417515+00:00,Healthcare,pharmacy,Rite Aid,96.28,MXN,pos,4,False
4384523,TX_f1bdaba5,CUST_91730,2024-10-18 04:40:28.924801+00:00,Education,supplies,Chegg,36248.33,RUB,web,4,False
4390381,TX_ff24af4a,CUST_91730,2024-10-18 05:26:53.939596+00:00,Education,supplies,Barnes & Noble,36419.08,RUB,web,5,False
4391552,TX_14bf7006,CUST_91730,2024-10-18 05:37:07.611541+00:00,Healthcare,medical,Lab Corp,32327.51,RUB,web,5,False
4393134,TX_29817294,CUST_91730,2024-10-18 05:50:43.465834+00:00,Retail,physical,Nike Store,1114.67,SGD,web,5,False
4393221,TX_13c11675,CUST_91730,2024-10-18 05:51:35.224103+00:00,Education,online,MasterClass,30498.89,RUB,web,5,False
4397244,TX_d89c5e3c,CUST_91730,2024-10-18 06:29:46.558933+00:00,Healthcare,pharmacy,CVS Pharmacy,1531.13,SGD,web,6,False
4399196,TX_2d85fca1,CUST_91730,2024-10-18 06:47:48.636916+00:00,Healthcare,pharmacy,CVS Pharmacy,2011.36,SGD,web,6,False
4400327,TX_0e110643,CUST_91730,2024-10-18 06:58:28.393691+00:00,Entertainment,streaming,Apple Music,1260.83,EUR,web,6,False
4401781,TX_7d160659,CUST_91730,2024-10-18 07:08:03.296423+00:00,Restaurant,fast_food,Burger King,472.69,SGD,web,7,False
4401803,TX_844d3ac2,CUST_91730,2024-10-18 07:08:10.837637+00:00,Gas,major,Mobil,27964.33,RUB,web,7,False
4407361,TX_0e89b899,CUST_91730,2024-10-18 07:42:32.423709+00:00,Education,online,Udemy,1459.76,SGD,web,7,False
4408894,TX_13df730f,CUST_91730,2024-10-18 07:51:59.642906+00:00,Gas,local,Truck Stop,930.28,SGD,web,7,False
4409369,TX_53ef0c25,CUST_91730,2024-10-18 07:55:03.279639+00:00,Healthcare,medical,Medical Center,1764.11,GBP,web,7,False
4409637,TX_d751c7a5,CUST_91730,2024-10-18 07:56:40.025734+00:00,Grocery,online,Instacart,591.08,SGD,web,7,False
4415194,TX_4b0bd5bd,CUST_91730,2024-10-18 08:23:01.734522+00:00,Grocery,online,Amazon Fresh,27699.72,RUB,web,8,False
4415535,TX_cf0ab696,CUST_91730,2024-10-18 08:24:37.294385+00:00,Restaurant,fast_food,Taco Bell,18468.61,RUB,web,8,False
4415945,TX_d5db0852,CUST_91730,2024-10-18 08:26:26.209839+00:00,Gas,local,Local Gas Station,2432.34,BRL,web,8,False
4418566,TX_cbbbbb38,CUST_91730,2024-10-18 08:38:34.594353+00:00,Travel,transport,Lyft,8160.41,MXN,mobile,8,False
4418684,TX_f5a8892b,CUST_91730,2024-10-18 08:39:08.427174+00:00,Retail,physical,Costco,27834.43,RUB,web,8,False
4422582,TX_f2dbebb4,CUST_91730,2024-10-18 08:57:06.950059+00:00,Restaurant,fast_food,Burger King,12965.26,RUB,web,8,False
4424073,TX_da6839bf,CUST_91730,2024-10-18 09:04:36.468296+00:00,Travel,booking,Hotels.com,3372.51,SGD,web,9,False
4424519,TX_49600b8b,CUST_91730,2024-10-18 09:07:01.391289+00:00,Grocery,physical,Publix,930.25,NGN,mobile,9,False
4424635,TX_9e9f15dd,CUST_91730,2024-10-18 09:07:38.532575+00:00,Gas,major,Shell,1560.62,SGD,web,9,False
4426014,TX_caf4a241,CUST_91730,2024-10-18 09:15:02.613845+00:00,Entertainment,events,AMC Theaters,33411.01,RUB,web,9,False
4427588,TX_01533f27,CUST_91730,2024-10-18 09:22:57.481493+00:00,Retail,physical,Nike Store,390149.85,NGN,web,9,False
4430607,TX_c9fb7f56,CUST_91730,2024-10-18 09:38:55.561913+00:00,Grocery,physical,Trader Joe's,52369.43,JPY,web,9,False
4430913,TX_2a74f0fe,CUST_91730,2024-10-18 09:40:38.881393+00:00,Entertainment,events,AMC Theaters,36645.21,RUB,web,9,False
4433627,TX_d9d436cb,CUST_91730,2024-10-18 09:54:25.665852+00:00,Travel,hotels,Sheraton,50458.26,RUB,web,9,False
4437328,TX_bd499dec,CUST_91730,2024-10-18 10:15:51.341454+00:00,Retail,physical,Costco,29923.63,RUB,web,10,False
4437458,TX_d8bde86b,CUST_91730,2024-10-18 10:16:40.836541+00:00,Gas,local,Highway Gas Stop,29098.71,RUB,web,10,False
4437709,TX_2b9bc087,CUST_91730,2024-10-18 10:18:14.750492+00:00,Healthcare,pharmacy,Rite Aid,651.27,SGD,web,10,False
4438120,TX_3fd699c9,CUST_91730,2024-10-18 10:20:49.811590+00:00,Grocery,physical,Publix,25316.99,RUB,web,10,False
4439555,TX_60da6ddb,CUST_91730,2024-10-18 10:29:47.412007+00:00,Education,online,Skillshare,2404.18,SGD,web,10,False
4443216,TX_6a1381aa,CUST_91730,2024-10-18 10:52:18.105538+00:00,Education,supplies,Barnes & Noble,9604.63,MXN,web,10,False
4443307,TX_d015d38a,CUST_91730,2024-10-18 10:52:45.489825+00:00,Restaurant,fast_food,Subway,286.07,SGD,web,10,False
4444872,TX_cd972435,CUST_91730,2024-10-18 11:02:02.206487+00:00,Restaurant,casual,Applebee's,616.09,SGD,web,11,False
4454017,TX_4fae5daf,CUST_91730,2024-10-18 11:51:07.225893+00:00,Restaurant,casual,Red Lobster,1755.3,BRL,web,11,False
4455106,TX_047b4612,CUST_91730,2024-10-18 11:56:46.125825+00:00,Gas,local,Local Gas Station,1993.61,NGN,pos,11,False
4455209,TX_2b1cad19,CUST_91730,2024-10-18 11:57:17.299784+00:00,Gas,major,BP,11384.81,MXN,mobile,11,False
4456386,TX_56698c4f,CUST_91730,2024-10-18 12:02:59.423487+00:00,Healthcare,pharmacy,Walgreens,29098.47,RUB,web,12,False
4456808,TX_6041bb8d,CUST_91730,2024-10-18 12:05:01.641070+00:00,Restaurant,fast_food,Burger King,2351.47,RUB,web,12,False
4460232,TX_b3f49879,CUST_91730,2024-10-18 12:20:36.093858+00:00,Restaurant,fast_food,Subway,696.87,BRL,pos,12,False
4460547,TX_b92dd9c9,CUST_91730,2024-10-18 12:21:59.441075+00:00,Restaurant,premium,Nobu,652.45,SGD,web,12,False
4461875,TX_e7d813d9,CUST_91730,2024-10-18 12:27:51.866961+00:00,Restaurant,fast_food,Burger King,23900.8,RUB,web,12,False
4467384,TX_e119b91a,CUST_91730,2024-10-18 12:53:45.405213+00:00,Healthcare,medical,Urgent Care,853.46,SGD,web,12,False
4467613,TX_d3b8b0a0,CUST_91730,2024-10-18 12:55:02.049135+00:00,Restaurant,fast_food,Burger King,433.66,SGD,web,12,False
4470669,TX_17d30811,CUST_91730,2024-10-18 13:10:30.317346+00:00,Entertainment,streaming,Apple Music,1742.33,MXN,web,13,False
4471830,TX_03691916,CUST_91730,2024-10-18 13:16:41.472875+00:00,Education,online,MasterClass,2749.28,SGD,web,13,False
4472876,TX_0f060507,CUST_91730,2024-10-18 13:22:00.356808+00:00,Entertainment,gaming,Nintendo eShop,18476.02,RUB,web,13,False
4473866,TX_4d56d0d2,CUST_91730,2024-10-18 13:27:01.414831+00:00,Gas,local,Truck Stop,31849.87,RUB,web,13,False
4474392,TX_0f981291,CUST_91730,2024-10-18 13:29:44.659068+00:00,Restaurant,fast_food,KFC,46.71,SGD,web,13,False
4480868,TX_5bb10ef9,CUST_91730,2024-10-18 14:05:10.818278+00:00,Entertainment,gaming,Nintendo eShop,17239.15,RUB,web,14,False
4483765,TX_10e11423,CUST_91730,2024-10-18 14:23:06.490814+00:00,Education,supplies,University Bookstore,1921.75,SGD,web,14,False
4484283,TX_a55798cf,CUST_91730,2024-10-18 14:26:29.241269+00:00,Travel,transport,Hertz,24387.73,RUB,web,14,False
4484895,TX_674a5aef,CUST_91730,2024-10-18 14:30:25.401853+00:00,Gas,major,Mobil,2481.97,SGD,web,14,False
4488222,TX_38f6d64b,CUST_91730,2024-10-18 14:51:28.376521+00:00,Travel,booking,Hotels.com,110160.7,RUB,web,14,False
4490059,TX_4aeeb5a5,CUST_91730,2024-10-18 15:02:33.430012+00:00,Travel,airlines,Delta,842.4,SGD,web,15,False
4491024,TX_da2a0f77,CUST_91730,2024-10-18 15:08:33.342963+00:00,Education,online,edX,28857.44,RUB,web,15,False
4501489,TX_b0943a85,CUST_91730,2024-10-18 16:11:37.434099+00:00,Education,online,Udemy,1902.75,SGD,web,16,False
4502225,TX_3eb15af4,CUST_91730,2024-10-18 16:15:26.649900+00:00,Travel,booking,Kayak,42771.96,MXN,web,16,False
4504896,TX_366667dc,CUST_91730,2024-10-18 16:29:21.267553+00:00,Travel,transport,Hertz,19893.38,RUB,web,16,False
4504923,TX_5f1f6a84,CUST_91730,2024-10-18 16:29:31.519492+00:00,Travel,transport,Enterprise Rent-A-Car,2324.57,SGD,web,16,False
4505681,TX_d3a37f00,CUST_91730,2024-10-18 16:33:33.668014+00:00,Retail,physical,IKEA,1009.63,EUR,web,16,False
4508221,TX_751b78da,CUST_91730,2024-10-18 16:46:50.587634+00:00,Education,supplies,University Bookstore,411.48,GBP,web,16,False
4510033,TX_51170444,CUST_91730,2024-10-18 16:56:26.106242+00:00,Grocery,physical,Kroger,413.66,SGD,web,16,False
4510105,TX_abb1b2a3,CUST_91730,2024-10-18 16:56:47.583888+00:00,Healthcare,pharmacy,Walgreens,644.23,SGD,web,16,False
4512057,TX_890ee1e9,CUST_91730,2024-10-18 17:06:04.424036+00:00,Healthcare,medical,Medical Center,77.43,MXN,mobile,17,False
4514269,TX_dc3dabba,CUST_91730,2024-10-18 17:16:22.411242+00:00,Restaurant,casual,Chili's,682.67,SGD,web,17,False
4519177,TX_da374c5f,CUST_91730,2024-10-18 17:39:13.520189+00:00,Education,supplies,Barnes & Noble,2667.65,SGD,web,17,False
4519778,TX_2f5c0d41,CUST_91730,2024-10-18 17:41:54.396387+00:00,Retail,online,Amazon,2145.17,SGD,web,17,False
4521744,TX_ba4fc200,CUST_91730,2024-10-18 17:50:55.616778+00:00,Healthcare,pharmacy,DuaneReade,1879.36,SGD,web,17,False
4524541,TX_3a739f1b,CUST_91730,2024-10-18 18:03:30.323530+00:00,Education,supplies,Barnes & Noble,33742.08,RUB,web,18,False
4525746,TX_a5d99a4a,CUST_91730,2024-10-18 18:08:33.448204+00:00,Retail,online,Etsy,2449.97,SGD,web,18,False
4529344,TX_130c2a17,CUST_91730,2024-10-18 18:23:04.058105+00:00,Travel,airlines,JetBlue,2608.4,SGD,web,18,False
4531250,TX_5b16309b,CUST_91730,2024-10-18 18:30:42.580441+00:00,Travel,transport,Lyft,641.0,AUD,web,18,False
4532228,TX_bd068af0,CUST_91730,2024-10-18 18:34:34.408771+00:00,Restaurant,casual,Chili's,1534.51,SGD,web,18,False
4534000,TX_c96a4b4c,CUST_91730,2024-10-18 18:41:49.263536+00:00,Travel,transport,Lyft,17900.98,RUB,web,18,False
4534205,TX_46825685,CUST_91730,2024-10-18 18:42:41.838220+00:00,Restaurant,fast_food,Subway,5180.18,RUB,web,18,False
4535462,TX_3d56b3cb,CUST_91730,2024-10-18 18:47:29.702859+00:00,Retail,physical,Target,36749.9,RUB,web,18,False
